Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
200983295,E22,20041874,Outside Fire,04/07/2020,04/07/2020,04/07/2020 09:42:17 PM,04/07/2020 09:43:35 PM,04/07/2020 09:43:48 PM,04/07/2020 09:45:19 PM,04/07/2020 09:47:17 PM,,,Fire,04/07/2020 10:26:25 PM,23RD AV/LINCOLN WY,San Francisco,94122,B08,22,7451,3,3,3,false,Fire,1,ENGINE,1,8,4,Sunset/Parkside,"(37.76525958357972, -122.48154100596726)",200983295-E22
200983295,B07,20041874,Outside Fire,04/07/2020,04/07/2020,04/07/2020 09:42:17 PM,04/07/2020 09:43:35 PM,04/07/2020 09:50:54 PM,04/07/2020 09:52:33 PM,04/07/2020 10:06:38 PM,,,Fire,04/07/2020 10:19:57 PM,23RD AV/LINCOLN WY,San Francisco,94122,B08,22,7451,3,3,3,false,Fire,1,CHIEF,2,8,4,Sunset/Parkside,"(37.76525958357972, -122.48154100596726)",200983295-B07
200983272,E32,20041873,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:35:18 PM,04/07/2020 09:38:19 PM,04/07/2020 09:38:29 PM,04/07/2020 09:40:25 PM,,,,Code 2 Transport,04/07/2020 09:50:05 PM,300 Block of BENNINGTON ST,San Francisco,94110,B06,32,5742,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,6,9,Bernal Heights,"(37.73745159085582, -122.41797498973435)",200983272-E32
200983272,86,20041873,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:35:18 PM,04/07/2020 09:38:19 PM,04/07/2020 09:38:29 PM,04/07/2020 09:39:06 PM,04/07/2020 09:47:48 PM,04/07/2020 09:55:16 PM,04/07/2020 10:09:10 PM,Code 2 Transport,04/07/2020 10:37:57 PM,300 Block of BENNINGTON ST,San Francisco,94110,B06,32,5742,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,6,9,Bernal Heights,"(37.73745159085582, -122.41797498973435)",200983272-86
200983263,KM03,20041872,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:36:01 PM,04/07/2020 09:36:01 PM,04/07/2020 09:36:14 PM,04/07/2020 09:37:28 PM,04/07/2020 09:41:46 PM,,,No Merit,04/07/2020 09:55:40 PM,HYDE ST/FULTON ST,San Francisco,94102,B02,36,1552,C,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,Tenderloin,"(37.77978852731715, -122.41512695764388)",200983263-KM03
200983263,E36,20041872,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:36:01 PM,04/07/2020 09:36:01 PM,04/07/2020 09:36:14 PM,04/07/2020 09:38:28 PM,04/07/2020 09:40:55 PM,,,No Merit,04/07/2020 09:48:06 PM,HYDE ST/FULTON ST,San Francisco,94102,B02,36,1552,C,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,"(37.77978852731715, -122.41512695764388)",200983263-E36
200983252,EMS6C,20041871,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:33:10 PM,04/07/2020 09:33:10 PM,04/07/2020 10:10:48 PM,04/07/2020 10:10:48 PM,,,,Code 2 Transport,04/07/2020 10:35:43 PM,0 Block of YACHT RD,San Francisco,94123,B04,51,4215,A,2,2,false,Non Life-threatening,1,CHIEF,2,None,2,Marina,"(37.80675820855756, -122.44691621900306)",200983252-EMS6C
200983252,75,20041871,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:33:10 PM,04/07/2020 09:33:10 PM,04/07/2020 09:33:47 PM,04/07/2020 09:33:50 PM,04/07/2020 09:59:12 PM,04/07/2020 10:32:55 PM,04/07/2020 11:09:02 PM,Code 2 Transport,04/07/2020 11:40:52 PM,0 Block of YACHT RD,San Francisco,94123,B04,51,4215,A,2,2,true,Non Life-threatening,1,MEDIC,1,None,2,Marina,"(37.80675820855756, -122.44691621900306)",200983252-75
200983248,QRV1,20041869,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:29:04 PM,04/07/2020 09:31:16 PM,04/07/2020 09:31:27 PM,04/07/2020 09:31:34 PM,04/07/2020 09:35:06 PM,,,Code 2 Transport,04/07/2020 09:41:10 PM,GOLDEN GATE AV/JONES ST,San Francisco,94102,B03,01,1454,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,2,6,Tenderloin,"(37.7820730668609, -122.41222073685391)",200983248-QRV1
200983248,AM120,20041869,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:29:04 PM,04/07/2020 09:31:16 PM,04/07/2020 09:31:27 PM,04/07/2020 09:31:51 PM,04/07/2020 09:46:10 PM,04/07/2020 09:46:12 PM,04/07/2020 09:53:43 PM,Code 2 Transport,04/07/2020 10:38:09 PM,GOLDEN GATE AV/JONES ST,San Francisco,94102,B03,01,1454,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,Tenderloin,"(37.7820730668609, -122.41222073685391)",200983248-AM120
200983246,T03,20041868,Alarms,04/07/2020,04/07/2020,04/07/2020 09:29:11 PM,04/07/2020 09:30:49 PM,04/07/2020 09:30:51 PM,04/07/2020 09:31:55 PM,04/07/2020 09:33:43 PM,,,Fire,04/07/2020 09:47:09 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,3,3,false,Alarm,1,TRUCK,1,2,6,Tenderloin,"(37.78367395235669, -122.41507298080322)",200983246-T03
200983246,E03,20041868,Alarms,04/07/2020,04/07/2020,04/07/2020 09:29:11 PM,04/07/2020 09:30:49 PM,04/07/2020 09:30:51 PM,04/07/2020 09:32:37 PM,04/07/2020 09:33:46 PM,,,Fire,04/07/2020 09:52:58 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,3,3,true,Alarm,1,ENGINE,2,2,6,Tenderloin,"(37.78367395235669, -122.41507298080322)",200983246-E03
200983246,B02,20041868,Alarms,04/07/2020,04/07/2020,04/07/2020 09:29:11 PM,04/07/2020 09:30:49 PM,04/07/2020 09:30:51 PM,04/07/2020 09:30:57 PM,04/07/2020 09:33:53 PM,,,Fire,04/07/2020 09:54:47 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,3,3,false,Alarm,1,CHIEF,3,2,6,Tenderloin,"(37.78367395235669, -122.41507298080322)",200983246-B02
200983245,53,20041867,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:28:32 PM,04/07/2020 09:30:44 PM,04/07/2020 09:31:59 PM,04/07/2020 09:32:20 PM,04/07/2020 10:00:01 PM,04/07/2020 10:22:39 PM,04/07/2020 10:45:43 PM,Code 2 Transport,04/07/2020 11:42:01 PM,500 Block of FILBERT ST,San Francisco,94133,B01,28,1265,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,North Beach,"(37.80139507960633, -122.408729618435)",200983245-53
200983233,RS1,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:52:42 PM,04/07/2020 09:54:24 PM,04/07/2020 09:58:02 PM,,,Code 2 Transport,04/07/2020 10:28:09 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,false,Fire,1,RESCUE SQUAD,6,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-RS1
200983233,RC5,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 11:25:31 PM,04/07/2020 11:25:31 PM,04/07/2020 11:53:28 PM,,,Code 2 Transport,04/07/2020 11:53:29 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,true,Fire,1,RESCUE CAPTAIN,8,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-RC5
200983233,RC1,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:42:35 PM,04/07/2020 09:42:35 PM,04/07/2020 09:43:31 PM,,,Code 2 Transport,04/07/2020 10:16:25 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,true,Fire,1,RESCUE CAPTAIN,2,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-RC1
200983233,RB1,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:35:32 PM,04/07/2020 09:35:32 PM,,,,Code 2 Transport,04/07/2020 10:27:26 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,false,Fire,1,SUPPORT,12,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-RB1
200983233,RA48,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:32:27 PM,04/07/2020 09:32:27 PM,,,,Code 2 Transport,04/07/2020 10:34:24 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,false,Fire,1,MEDIC,11,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-RA48
200983233,FB3,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:28:42 PM,04/07/2020 09:33:06 PM,,,,Code 2 Transport,04/07/2020 10:58:33 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,false,Fire,1,SUPPORT,10,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-FB3
200983233,E48,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:28:42 PM,04/07/2020 09:30:28 PM,04/07/2020 09:53:39 PM,,,Code 2 Transport,04/07/2020 10:25:53 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,true,Fire,1,ENGINE,5,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-E48
200983233,E35,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:28:42 PM,04/07/2020 09:33:03 PM,,,,Code 2 Transport,04/07/2020 10:58:33 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,true,Fire,1,ENGINE,9,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-E35
200983233,E16,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:36:35 PM,04/07/2020 09:38:12 PM,04/07/2020 09:43:42 PM,,,Code 2 Transport,04/07/2020 09:57:28 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,true,Fire,1,ENGINE,3,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-E16
200983233,B03,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:28:42 PM,04/07/2020 09:30:41 PM,04/07/2020 09:36:10 PM,,,Code 2 Transport,04/07/2020 10:16:19 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,false,Fire,1,CHIEF,1,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-B03
200983233,B02,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:56:15 PM,04/07/2020 09:56:15 PM,04/07/2020 09:59:33 PM,,,Code 2 Transport,04/07/2020 10:16:08 PM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,false,Fire,1,CHIEF,7,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-B02
200983233,94,20041866,Other,04/07/2020,04/07/2020,04/07/2020 09:23:21 PM,04/07/2020 09:27:28 PM,04/07/2020 09:28:42 PM,04/07/2020 09:28:46 PM,04/07/2020 09:52:17 PM,04/07/2020 10:27:43 PM,04/07/2020 10:43:59 PM,Code 2 Transport,04/08/2020 12:35:27 AM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94130,B03,48,2951,3,3,3,true,Fire,1,MEDIC,4,None,6,Treasure Island,"(37.81052072252062, -122.36513827228869)",200983233-94
200983231,95,20041865,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:20:27 PM,04/07/2020 09:27:18 PM,04/07/2020 09:30:06 PM,04/07/2020 09:30:13 PM,04/07/2020 09:43:28 PM,,,No Merit,04/07/2020 09:43:35 PM,0 Block of 101 MISSION DUBOCE OF,San Francisco,94105,B03,01,2312,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Financial District/South Beach,"(37.79215071222092, -122.39445112154641)",200983231-95
200983222,E02,20041864,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:22:52 PM,04/07/2020 09:24:59 PM,04/07/2020 09:25:25 PM,04/07/2020 09:26:35 PM,,,,Code 2 Transport,04/07/2020 09:35:56 PM,1300 Block of STOCKTON ST,San Francisco,94133,B01,02,1333,3,3,3,true,Non Life-threatening,1,ENGINE,2,1,3,Chinatown,"(37.79810807456231, -122.40864512740582)",200983222-E02
200983222,58,20041864,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:22:52 PM,04/07/2020 09:24:59 PM,04/07/2020 09:25:25 PM,04/07/2020 09:26:01 PM,04/07/2020 09:33:01 PM,04/07/2020 09:41:00 PM,04/07/2020 09:47:40 PM,Code 2 Transport,04/07/2020 10:28:13 PM,1300 Block of STOCKTON ST,San Francisco,94133,B01,02,1333,3,3,3,true,Non Life-threatening,1,MEDIC,1,1,3,Chinatown,"(37.79810807456231, -122.40864512740582)",200983222-58
200983211,70,20041863,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:20:56 PM,04/07/2020 09:20:56 PM,04/07/2020 09:21:16 PM,04/07/2020 09:21:21 PM,04/07/2020 09:32:35 PM,04/07/2020 09:43:01 PM,04/07/2020 09:48:09 PM,Code 2 Transport,04/07/2020 10:32:25 PM,600 Block of ASHBURY ST,San Francisco,94117,B05,21,4512,C,2,2,true,Non Life-threatening,1,MEDIC,1,5,5,Haight Ashbury,"(37.769532266314705, -122.44690767160715)",200983211-70
200983205,RC1,20041862,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:17:32 PM,04/07/2020 09:18:28 PM,04/07/2020 09:18:53 PM,04/07/2020 09:19:44 PM,04/07/2020 09:25:05 PM,,,Code 2 Transport,04/07/2020 09:35:35 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,2,3,6,South of Market,"(37.780052503081095, -122.40977382526012)",200983205-RC1
200983205,E01,20041862,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:17:32 PM,04/07/2020 09:18:28 PM,04/07/2020 09:18:53 PM,04/07/2020 09:20:35 PM,,,,Code 2 Transport,04/07/2020 09:48:30 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,E,E,3,true,Potentially Life-Threatening,1,ENGINE,3,3,6,South of Market,"(37.780052503081095, -122.40977382526012)",200983205-E01
200983205,85,20041862,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:17:32 PM,04/07/2020 09:18:28 PM,04/07/2020 09:18:53 PM,04/07/2020 09:21:49 PM,04/07/2020 09:22:24 PM,04/07/2020 09:34:43 PM,04/07/2020 09:43:04 PM,Code 2 Transport,04/07/2020 10:33:50 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,E,E,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,"(37.780052503081095, -122.40977382526012)",200983205-85
200983201,88,20041861,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:12:47 PM,04/07/2020 09:16:10 PM,04/07/2020 09:16:37 PM,04/07/2020 09:16:43 PM,04/07/2020 09:29:02 PM,04/07/2020 09:52:40 PM,04/07/2020 10:13:56 PM,Code 2 Transport,04/07/2020 10:50:02 PM,0 Block of PRETOR WY,San Francisco,94112,B09,43,6218,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Excelsior,"(37.710073894329184, -122.44241864433972)",200983201-88
200983193,QRV1,20041860,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:10:41 PM,04/07/2020 09:12:33 PM,04/07/2020 09:13:08 PM,04/07/2020 09:13:16 PM,04/07/2020 09:18:44 PM,,,Code 2 Transport,04/07/2020 09:30:51 PM,0 Block of RIZAL ST,San Francisco,94107,B03,01,2175,3,3,3,true,Non Life-threatening,1,SUPPORT,1,3,6,South of Market,"(37.78182211103099, -122.39929198555598)",200983193-QRV1
200983193,54,20041860,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:10:41 PM,04/07/2020 09:12:33 PM,04/07/2020 09:13:08 PM,04/07/2020 09:13:15 PM,04/07/2020 09:19:44 PM,04/07/2020 09:40:02 PM,04/07/2020 10:05:17 PM,Code 2 Transport,04/07/2020 10:24:50 PM,0 Block of RIZAL ST,San Francisco,94107,B03,01,2175,3,3,3,true,Non Life-threatening,1,MEDIC,2,3,6,South of Market,"(37.78182211103099, -122.39929198555598)",200983193-54
200983192,E38,20041859,Citizen Assist / Service Call,04/07/2020,04/07/2020,04/07/2020 09:09:57 PM,04/07/2020 09:12:26 PM,04/07/2020 09:12:37 PM,04/07/2020 09:13:28 PM,04/07/2020 09:15:18 PM,,,Fire,04/07/2020 09:30:08 PM,1900 Block of WASHINGTON ST,San Francisco,94109,B04,38,3226,3,3,3,false,Alarm,1,ENGINE,1,4,2,Pacific Heights,"(37.79279183477268, -122.42534841060156)",200983192-E38
200983188,T06,20041858,Alarms,04/07/2020,04/07/2020,04/07/2020 09:07:43 PM,04/07/2020 09:09:43 PM,04/07/2020 09:09:51 PM,04/07/2020 09:11:08 PM,04/07/2020 09:12:35 PM,,,Fire,04/07/2020 09:30:00 PM,2000 Block of MARKET ST,San Francisco,94114,B02,06,5127,3,3,3,false,Alarm,1,TRUCK,1,2,8,Castro/Upper Market,"(37.76831480085024, -122.427682264817)",200983188-T06
200983188,E06,20041858,Alarms,04/07/2020,04/07/2020,04/07/2020 09:07:43 PM,04/07/2020 09:09:43 PM,04/07/2020 09:09:51 PM,04/07/2020 09:11:03 PM,04/07/2020 09:12:49 PM,,,Fire,04/07/2020 09:29:42 PM,2000 Block of MARKET ST,San Francisco,94114,B02,06,5127,3,3,3,true,Alarm,1,ENGINE,2,2,8,Castro/Upper Market,"(37.76831480085024, -122.427682264817)",200983188-E06
200983188,B02,20041858,Alarms,04/07/2020,04/07/2020,04/07/2020 09:07:43 PM,04/07/2020 09:09:43 PM,04/07/2020 09:09:51 PM,04/07/2020 09:10:55 PM,04/07/2020 09:15:15 PM,,,Fire,04/07/2020 09:30:42 PM,2000 Block of MARKET ST,San Francisco,94114,B02,06,5127,3,3,3,false,Alarm,1,CHIEF,3,2,8,Castro/Upper Market,"(37.76831480085024, -122.427682264817)",200983188-B02
200983177,T12,20041857,Alarms,04/07/2020,04/07/2020,04/07/2020 09:04:48 PM,04/07/2020 09:06:26 PM,04/07/2020 09:06:46 PM,04/07/2020 09:08:30 PM,04/07/2020 09:11:52 PM,,,Fire,04/07/2020 09:16:05 PM,0 Block of GRAYSTONE TER,San Francisco,94114,B05,24,5275,3,3,3,false,Alarm,1,TRUCK,2,5,8,Inner Sunset,"(37.758749250806105, -122.44741573168095)",200983177-T12
200983177,E12,20041857,Alarms,04/07/2020,04/07/2020,04/07/2020 09:04:48 PM,04/07/2020 09:06:26 PM,04/07/2020 09:06:46 PM,04/07/2020 09:07:55 PM,04/07/2020 09:10:45 PM,,,Fire,04/07/2020 09:17:24 PM,0 Block of GRAYSTONE TER,San Francisco,94114,B05,24,5275,3,3,3,true,Alarm,1,ENGINE,1,5,8,Inner Sunset,"(37.758749250806105, -122.44741573168095)",200983177-E12
200983177,B05,20041857,Alarms,04/07/2020,04/07/2020,04/07/2020 09:04:48 PM,04/07/2020 09:06:26 PM,04/07/2020 09:06:46 PM,04/07/2020 09:08:09 PM,04/07/2020 09:12:08 PM,,,Fire,04/07/2020 09:13:05 PM,0 Block of GRAYSTONE TER,San Francisco,94114,B05,24,5275,3,3,3,false,Alarm,1,CHIEF,3,5,8,Inner Sunset,"(37.758749250806105, -122.44741573168095)",200983177-B05
200983175,E07,20041856,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:04:02 PM,04/07/2020 09:05:48 PM,04/07/2020 09:06:02 PM,04/07/2020 09:07:02 PM,04/07/2020 09:09:30 PM,,,Code 3 Transport,04/07/2020 09:27:11 PM,1100 Block of SOUTH VAN NESS AVE,San Francisco,94110,B06,07,5511,3,3,3,true,,1,ENGINE,1,6,9,Mission,"(37.75477218510737, -122.41642108360759)",200983175-E07
200983175,AM118,20041856,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:04:02 PM,04/07/2020 09:05:48 PM,04/07/2020 09:06:12 PM,04/07/2020 09:06:36 PM,,,,Code 3 Transport,04/07/2020 09:08:11 PM,1100 Block of SOUTH VAN NESS AVE,San Francisco,94110,B06,07,5511,3,3,3,false,,1,PRIVATE,4,6,9,Mission,"(37.75477218510737, -122.41642108360759)",200983175-AM118
200983175,85,20041856,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:04:02 PM,04/07/2020 09:05:48 PM,04/07/2020 09:06:02 PM,04/07/2020 09:06:14 PM,,,,Code 3 Transport,04/07/2020 09:07:07 PM,1100 Block of SOUTH VAN NESS AVE,San Francisco,94110,B06,07,5511,3,3,3,true,,1,MEDIC,3,6,9,Mission,"(37.75477218510737, -122.41642108360759)",200983175-85
200983175,73,20041856,Medical Incident,04/07/2020,04/07/2020,04/07/2020 09:04:02 PM,04/07/2020 09:05:48 PM,04/07/2020 09:07:48 PM,04/07/2020 09:07:56 PM,04/07/2020 09:12:00 PM,04/07/2020 09:27:47 PM,04/07/2020 09:31:26 PM,Code 3 Transport,04/07/2020 09:59:35 PM,1100 Block of SOUTH VAN NESS AVE,San Francisco,94110,B06,07,5511,3,3,3,true,,1,MEDIC,2,6,9,Mission,"(37.75477218510737, -122.41642108360759)",200983175-73
200983157,E08,20041855,Medical Incident,04/07/2020,04/07/2020,04/07/2020 08:55:59 PM,04/07/2020 08:58:34 PM,04/07/2020 08:58:44 PM,04/07/2020 09:00:08 PM,04/07/2020 09:01:48 PM,,,Code 2 Transport,04/07/2020 09:12:01 PM,200 Block of TOWNSEND ST,San Francisco,94107,B03,08,2172,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.77867854060968, -122.39306720156705)",200983157-E08
200983157,78,20041855,Medical Incident,04/07/2020,04/07/2020,04/07/2020 08:55:59 PM,04/07/2020 08:58:34 PM,04/07/2020 08:58:44 PM,04/07/2020 08:58:47 PM,04/07/2020 09:06:22 PM,04/07/2020 09:35:02 PM,04/07/2020 09:41:58 PM,Code 2 Transport,04/07/2020 10:44:41 PM,200 Block of TOWNSEND ST,San Francisco,94107,B03,08,2172,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.77867854060968, -122.39306720156705)",200983157-78
200983142,63,20041854,Medical Incident,04/07/2020,04/07/2020,04/07/2020 08:48:24 PM,04/07/2020 08:50:11 PM,04/07/2020 08:50:22 PM,04/07/2020 08:50:29 PM,04/07/2020 09:06:45 PM,,,Patient Declined Transport,04/07/2020 09:42:12 PM,200 Block of BEVERLY ST,San Francisco,94132,B09,19,8447,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Oceanview/Merced/Ingleside,"(37.72063617539477, -122.47159370296849)",200983142-63
200983135,QRV1,20041853,Medical Incident,04/07/2020,04/07/2020,04/07/2020 08:36:49 PM,04/07/2020 08:48:25 PM,04/07/2020 08:48:47 PM,04/07/2020 08:48:51 PM,04/07/2020 08:51:48 PM,,,Code 2 Transport,04/07/2020 09:08:43 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1546,3,3,3,true,Non Life-threatening,1,SUPPORT,1,2,6,Tenderloin,"(37.78191397441793, -122.41303219395635)",200983135-QRV1
200983135,67,20041853,Medical Incident,04/07/2020,04/07/2020,04/07/2020 08:36:49 PM,04/07/2020 08:48:25 PM,04/07/2020 08:48:47 PM,04/07/2020 08:49:47 PM,04/07/2020 09:01:03 PM,04/07/2020 09:06:08 PM,04/07/2020 09:14:43 PM,Code 2 Transport,04/07/2020 09:59:36 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1546,3,3,3,true,Non Life-threatening,1,MEDIC,2,2,6,Tenderloin,"(37.78191397441793, -122.41303219395635)",200983135-67
200983133,E05,20041852,Medical Incident,04/07/2020,04/07/2020,04/07/2020 08:45:13 PM,04/07/2020 08:46:12 PM,04/07/2020 08:46:32 PM,04/07/2020 08:47:22 PM,04/07/2020 08:49:46 PM,,,Code 2 Transport,04/07/2020 09:02:10 PM,1900 Block of POST ST,San Francisco,94115,B04,05,3622,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,5,Japantown,"(37.78505009733382, -122.43432832839689)",200983133-E05
200983133,74,20041852,Medical Incident,04/07/2020,04/07/2020,04/07/2020 08:45:13 PM,04/07/2020 08:46:12 PM,04/07/2020 08:46:32 PM,04/07/2020 08:46:38 PM,04/07/2020 08:55:02 PM,04/07/2020 09:14:30 PM,04/07/2020 09:21:21 PM,Code 2 Transport,04/07/2020 10:02:22 PM,1900 Block of POST ST,San Francisco,94115,B04,05,3622,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,5,Japantown,"(37.78505009733382, -122.43432832839689)",200983133-74
200983130,E36,20041851,Medical Incident,04/07/2020,04/07/2020,04/07/2020 08:44:31 PM,04/07/2020 08:45:24 PM,04/07/2020 08:45:41 PM,04/07/2020 08:47:26 PM,04/07/2020 08:50:01 PM,,,Code 2 Transport,04/07/2020 08:52:26 PM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,5,Hayes Valley,"(37.77687917879854, -122.42719456512212)",200983130-E36
200983130,56,20041851,Medical Incident,04/07/2020,04/07/2020,04/07/2020 08:44:31 PM,04/07/2020 08:45:24 PM,04/07/2020 08:45:41 PM,04/07/2020 08:45:50 PM,04/07/2020 08:51:00 PM,04/07/2020 09:11:39 PM,04/07/2020 09:17:05 PM,Code 2 Transport,04/07/2020 10:05:27 PM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,5,Hayes Valley,"(37.77687917879854, -122.42719456512212)",200983130-56
200983123,RC4,20041850,Medical Incident,04/07/2020,04/07/2020,04/07/2020 08:39:17 PM,04/07/2020 08:40:12 PM,04/07/2020 08:40:19 PM,04/07/2020 08:40:39 PM,04/07/2020 08:45:28 PM,,,Medical Examiner,04/07/2020 09:12:37 PM,100 Block of LOUISBURG ST,San Francisco,94112,B09,15,8315,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,2,9,11,Oceanview/Merced/Ingleside,"(37.72109248590988, -122.44963773349487)",200983123-RC4
